,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.85995261)","(126, 0, 0.80082125)","(21, 0, 0.81504253)","(22, 0, 0.75263546)","(40, 0, 0.86690915)","(174, 0, 0.8569001)","(210, 0, 0.73989969)","(166, 0, 0.81398441)","(171, 0, 0.3873134)","(247, 0, 0.8771406)","(21, 0, 0.93266989)","(136, 0, 0.82595808)","(9, 0, 0.3784402)","(207, 0, 0.79528636)","(79, 0, 0.77917386)","(60, 0, 0.79739543)"
1,"(12, 0, 0.76143942)","(167, 0, 0.71308212)","(50, 0, 0.72538985)","(207, 0, 0.67279975)","(79, 0, 0.7616667)","(137, 0, 0.76216065)","(220, 0, 0.66916145)","(127, 0, 0.7251416)","(241, 0, 0.36952878)","(208, 0, 0.7707857)","(114, 0, 0.81831295)","(156, 0, 0.72643339)","(230, 0, 0.35673431)","(22, 0, 0.70952694)","(150, 0, 0.70418579)","(229, 0, 0.71233039)"
2,"(76, 0, 0.75889296)","(42, 0, 0.70838784)","(114, 0, 0.72134513)","(232, 0, 0.67212023)","(60, 0, 0.75351877)","(201, 0, 0.75677959)","(11, 0, 0.66265888)","(168, 0, 0.71703465)","(255, 0, 0.36709672)","(46, 0, 0.76924946)","(235, 0, 0.81772711)","(98, 0, 0.72639464)","(8, 0, 0.35659733)","(168, 0, 0.70437544)","(65, 0, 0.69313307)","(91, 0, 0.7075445)"
3,"(213, 0, 0.75846581)","(106, 0, 0.7020367)","(204, 0, 0.72046143)","(113, 0, 0.66732639)","(15, 0, 0.75283954)","(119, 0, 0.75211765)","(81, 0, 0.66165528)","(193, 0, 0.71536634)","(191, 0, 0.36618514)","(144, 0, 0.7683446)","(4, 0, 0.81693021)","(81, 0, 0.72375018)","(93, 0, 0.35532779)","(49, 0, 0.70214316)","(40, 0, 0.69111747)","(50, 0, 0.70519467)"
4,"(237, 0, 0.75567022)","(112, 0, 0.70133434)","(1, 0, 0.71416328)","(2, 0, 0.66354228)","(27, 0, 0.75250287)","(104, 0, 0.75211017)","(198, 0, 0.65807626)","(113, 0, 0.71501381)","(68, 0, 0.36561063)","(96, 0, 0.76250273)","(50, 0, 0.81341916)","(245, 0, 0.72126742)","(29, 0, 0.35151071)","(155, 0, 0.69628123)","(204, 0, 0.68842302)","(224, 0, 0.69871598)"
5,"(58, 0, 0.75505048)","(36, 0, 0.70090087)","(191, 0, 0.71357829)","(76, 0, 0.65776548)","(214, 0, 0.7520857)","(16, 0, 0.75122816)","(134, 0, 0.65758796)","(37, 0, 0.71470783)","(221, 0, 0.3595699)","(73, 0, 0.76047681)","(250, 0, 0.8108539)","(220, 0, 0.7208295)","(193, 0, 0.34862092)","(37, 0, 0.6961889)","(21, 0, 0.68795308)","(165, 0, 0.69802185)"
6,"(208, 0, 0.75492407)","(25, 0, 0.70047122)","(201, 0, 0.71350073)","(168, 0, 0.6572532)","(85, 0, 0.7508674)","(30, 0, 0.75068408)","(136, 0, 0.657341)","(76, 0, 0.71251934)","(21, 0, 0.35764813)","(110, 0, 0.75989669)","(211, 0, 0.81046282)","(239, 0, 0.71839606)","(88, 0, 0.34771254)","(232, 0, 0.69579313)","(165, 0, 0.68684504)","(194, 0, 0.69608264)"
7,"(242, 0, 0.75478304)","(169, 0, 0.69963938)","(99, 0, 0.71198351)","(66, 0, 0.65572604)","(241, 0, 0.75062392)","(80, 0, 0.74958291)","(56, 0, 0.65438625)","(143, 0, 0.71250338)","(4, 0, 0.35610217)","(49, 0, 0.75965957)","(65, 0, 0.80986952)","(134, 0, 0.71791067)","(163, 0, 0.34726598)","(101, 0, 0.69176424)","(241, 0, 0.68267975)","(21, 0, 0.69568989)"
8,"(138, 0, 0.75422736)","(226, 0, 0.69931893)","(235, 0, 0.71154589)","(49, 0, 0.654156)","(238, 0, 0.75060269)","(114, 0, 0.74865245)","(78, 0, 0.65314332)","(242, 0, 0.71205171)","(102, 0, 0.35593539)","(29, 0, 0.75901759)","(165, 0, 0.80934148)","(34, 0, 0.71720088)","(83, 0, 0.34694456)","(219, 0, 0.69153144)","(1, 0, 0.68113017)","(140, 0, 0.6944383)"
