,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"(43, 0, 0.78267492)","(126, 0, 0.78387535)","(21, 0, 0.85373587)","(22, 0, 0.81245328)","(40, 0, 0.91140346)","(174, 0, 0.87955083)","(210, 0, 0.80620752)","(166, 0, 0.82105137)","(171, 0, 0.62615319)","(247, 0, 0.87842646)","(21, 0, 0.94915385)","(136, 0, 0.81153988)","(8, 0, 0.7038448)","(207, 0, 0.83502215)","(79, 0, 0.84890465)","(60, 0, 0.8559357)"
1,"(42, 0, 0.70719748)","(127, 0, 0.63306177)","(20, 0, 0.70522015)","(23, 0, 0.58811435)","(41, 0, 0.65371462)","(175, 0, 0.67943825)","(211, 0, 0.61300271)","(167, 0, 0.72018703)","(170, 0, 0.58006663)","(246, 0, 0.67990457)","(133, 0, 0.6405018)","(137, 0, 0.5807591)","(9, 0, 0.63214147)","(206, 0, 0.59086897)","(78, 0, 0.61399523)","(61, 0, 0.61803324)"
2,"(213, 0, 0.58169961)","(245, 0, 0.53633758)","(104, 0, 0.58222328)","(35, 0, 0.57604438)","(244, 0, 0.56150692)","(178, 0, 0.54672958)","(125, 0, 0.53685788)","(240, 0, 0.54501521)","(255, 0, 0.54046428)","(226, 0, 0.52085103)","(20, 0, 0.59235803)","(116, 0, 0.55953298)","(92, 0, 0.5362253)","(68, 0, 0.52206681)","(234, 0, 0.57385728)","(106, 0, 0.55775984)"
3,"(22, 0, 0.5816225)","(203, 0, 0.51478167)","(162, 0, 0.54532237)","(253, 0, 0.55362281)","(225, 0, 0.54633084)","(46, 0, 0.54285554)","(236, 0, 0.50796207)","(237, 0, 0.51168187)","(186, 0, 0.54044799)","(150, 0, 0.51808492)","(65, 0, 0.54042539)","(122, 0, 0.54545743)","(110, 0, 0.5191693)","(98, 0, 0.51362956)","(145, 0, 0.51873788)","(33, 0, 0.53507747)"
4,"(49, 0, 0.55775897)","(67, 0, 0.50133371)","(152, 0, 0.54085139)","(110, 0, 0.52358342)","(31, 0, 0.53268365)","(93, 0, 0.54243506)","(94, 0, 0.49954219)","(49, 0, 0.49957076)","(105, 0, 0.52463207)","(53, 0, 0.51736703)","(59, 0, 0.53268066)","(184, 0, 0.52601467)","(6, 0, 0.51350972)","(6, 0, 0.50273664)","(57, 0, 0.51573007)","(201, 0, 0.53443124)"
5,"(21, 0, 0.53343465)","(241, 0, 0.49762743)","(69, 0, 0.52004639)","(235, 0, 0.50705839)","(120, 0, 0.52662432)","(133, 0, 0.52519471)","(104, 0, 0.49567419)","(119, 0, 0.49488293)","(142, 0, 0.51903595)","(166, 0, 0.50320132)","(245, 0, 0.50916989)","(99, 0, 0.51919438)","(166, 0, 0.51195396)","(223, 0, 0.50183627)","(43, 0, 0.51379903)","(117, 0, 0.52995196)"
6,"(53, 0, 0.53106816)","(254, 0, 0.49656545)","(13, 0, 0.5106373)","(247, 0, 0.50622885)","(176, 0, 0.52521081)","(161, 0, 0.5143065)","(235, 0, 0.49072229)","(143, 0, 0.491605)","(28, 0, 0.50852401)","(62, 0, 0.49433754)","(247, 0, 0.50902288)","(28, 0, 0.51859429)","(34, 0, 0.50247356)","(44, 0, 0.50051377)","(185, 0, 0.50560553)","(25, 0, 0.5298358)"
7,"(9, 0, 0.51354635)","(147, 0, 0.49639185)","(65, 0, 0.50966616)","(206, 0, 0.50419526)","(63, 0, 0.51137006)","(94, 0, 0.50663535)","(91, 0, 0.48243567)","(141, 0, 0.48736764)","(21, 0, 0.5041898)","(93, 0, 0.48687514)","(98, 0, 0.50529761)","(17, 0, 0.5159933)","(136, 0, 0.49723939)","(251, 0, 0.49937618)","(170, 0, 0.50551984)","(109, 0, 0.52589811)"
8,"(138, 0, 0.50902683)","(29, 0, 0.49524651)","(55, 0, 0.5043727)","(214, 0, 0.49339354)","(183, 0, 0.50000729)","(114, 0, 0.49982989)","(54, 0, 0.4815586)","(138, 0, 0.48698089)","(160, 0, 0.5037995)","(195, 0, 0.48531565)","(37, 0, 0.50194573)","(129, 0, 0.50954105)","(99, 0, 0.49666753)","(128, 0, 0.49607188)","(14, 0, 0.5013887)","(218, 0, 0.52107704)"
