,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,"(43, 0, 0.86794609)","(126, 0, 0.8224657)","(21, 0, 0.84902482)","(22, 0, 0.77386551)","(40, 0, 0.85686386)","(174, 0, 0.85900304)","(210, 0, 0.77113572)","(166, 0, 0.81453623)","(170, 0, 0.61706554)","(247, 0, 0.88017392)","(21, 0, 0.93032346)","(136, 0, 0.85097938)","(8, 0, 0.61365135)","(207, 0, 0.81236524)","(79, 0, 0.78393782)","(60, 0, 0.81292385)"
1,"(42, 0, 0.5686994)","(127, 0, 0.61856931)","(20, 0, 0.61447915)","(23, 0, 0.63068648)","(41, 0, 0.59105034)","(175, 0, 0.58381937)","(211, 0, 0.59282743)","(167, 0, 0.59788552)","(171, 0, 0.60284985)","(246, 0, 0.65903154)","(20, 0, 0.60735049)","(137, 0, 0.62273722)","(9, 0, 0.59075086)","(206, 0, 0.5837867)","(78, 0, 0.6223196)","(61, 0, 0.61118287)"
2,"(138, 0, 0.29752355)","(155, 0, 0.25398012)","(220, 0, 0.26479574)","(98, 0, 0.29858165)","(13, 0, 0.25192444)","(103, 0, 0.25511499)","(99, 0, 0.26018259)","(63, 0, 0.2861527)","(27, 0, 0.25074159)","(4, 0, 0.32071799)","(74, 0, 0.27186006)","(176, 0, 0.26523486)","(74, 0, 0.27339146)","(186, 0, 0.31488144)","(24, 0, 0.31239422)","(108, 0, 0.28227768)"
3,"(116, 0, 0.26212377)","(223, 0, 0.24864602)","(114, 0, 0.23147984)","(229, 0, 0.26723061)","(101, 0, 0.24289321)","(86, 0, 0.25241541)","(223, 0, 0.25585073)","(111, 0, 0.27812401)","(100, 0, 0.24734431)","(197, 0, 0.28500519)","(112, 0, 0.24477978)","(219, 0, 0.26314033)","(185, 0, 0.25625976)","(159, 0, 0.25447657)","(94, 0, 0.27078827)","(99, 0, 0.2730855)"
4,"(7, 0, 0.25541306)","(36, 0, 0.24590061)","(74, 0, 0.23114319)","(50, 0, 0.26619189)","(118, 0, 0.23688912)","(154, 0, 0.24089274)","(178, 0, 0.25547895)","(76, 0, 0.26183676)","(39, 0, 0.24359517)","(168, 0, 0.27660069)","(3, 0, 0.23836937)","(175, 0, 0.24272601)","(6, 0, 0.23742867)","(42, 0, 0.24082493)","(44, 0, 0.26103986)","(202, 0, 0.2706242)"
5,"(94, 0, 0.24021925)","(143, 0, 0.24472844)","(150, 0, 0.22590869)","(94, 0, 0.25534733)","(79, 0, 0.23058414)","(222, 0, 0.23786401)","(179, 0, 0.25262066)","(22, 0, 0.2571926)","(2, 0, 0.23995601)","(6, 0, 0.26062273)","(218, 0, 0.23674819)","(215, 0, 0.24266306)","(155, 0, 0.2348329)","(61, 0, 0.24043212)","(215, 0, 0.24595006)","(24, 0, 0.2624635)"
6,"(117, 0, 0.23861691)","(48, 0, 0.23936465)","(230, 0, 0.2247844)","(199, 0, 0.2486186)","(203, 0, 0.23006205)","(93, 0, 0.23633402)","(241, 0, 0.24777015)","(205, 0, 0.25000343)","(162, 0, 0.23157496)","(103, 0, 0.25761235)","(36, 0, 0.23485767)","(152, 0, 0.23611843)","(44, 0, 0.23380596)","(156, 0, 0.23645409)","(46, 0, 0.2446104)","(165, 0, 0.25153093)"
7,"(218, 0, 0.22923779)","(10, 0, 0.23897012)","(80, 0, 0.2234612)","(167, 0, 0.2388023)","(119, 0, 0.22415972)","(108, 0, 0.23365327)","(141, 0, 0.24683417)","(2, 0, 0.23878597)","(73, 0, 0.23019945)","(38, 0, 0.25533715)","(185, 0, 0.23194725)","(18, 0, 0.22959162)","(125, 0, 0.23205769)","(135, 0, 0.23582794)","(16, 0, 0.24431531)","(92, 0, 0.24920789)"
8,"(132, 0, 0.22791499)","(38, 0, 0.23537039)","(254, 0, 0.2218868)","(163, 0, 0.23658496)","(177, 0, 0.21653915)","(147, 0, 0.2297966)","(133, 0, 0.24312758)","(114, 0, 0.23826824)","(84, 0, 0.22185655)","(20, 0, 0.25477416)","(136, 0, 0.22864585)","(185, 0, 0.22645268)","(104, 0, 0.22346387)","(110, 0, 0.23129711)","(253, 0, 0.24362939)","(140, 0, 0.24450283)"
