,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"(43, 0, 0.86305232)","(126, 0, 0.81209579)","(21, 0, 0.8220471)","(22, 0, 0.77060292)","(40, 0, 0.86712937)","(174, 0, 0.85408373)","(210, 0, 0.75223138)","(166, 0, 0.82027437)","(171, 0, 0.6151464)","(247, 0, 0.87544859)","(21, 0, 0.92888253)","(136, 0, 0.83032747)","(8, 0, 0.62048927)","(207, 0, 0.81248921)","(79, 0, 0.77472827)","(60, 0, 0.80596041)"
1,"(42, 0, 0.60806683)","(127, 0, 0.60903393)","(20, 0, 0.6198587)","(23, 0, 0.62107235)","(41, 0, 0.59232766)","(175, 0, 0.61039487)","(211, 0, 0.62605266)","(167, 0, 0.62189331)","(170, 0, 0.61220955)","(246, 0, 0.61586927)","(20, 0, 0.61226903)","(137, 0, 0.60844411)","(9, 0, 0.60484799)","(206, 0, 0.60077523)","(78, 0, 0.6291854)","(61, 0, 0.61263256)"
2,"(116, 0, 0.21518301)","(33, 0, 0.20202806)","(75, 0, 0.19630733)","(73, 0, 0.24357076)","(119, 0, 0.21257861)","(241, 0, 0.23612535)","(140, 0, 0.21775551)","(249, 0, 0.21995791)","(244, 0, 0.21731235)","(131, 0, 0.22321079)","(74, 0, 0.23545425)","(214, 0, 0.22113006)","(86, 0, 0.21757188)","(144, 0, 0.2100681)","(17, 0, 0.20915071)","(98, 0, 0.22282374)"
3,"(117, 0, 0.21515993)","(48, 0, 0.1986917)","(164, 0, 0.19506122)","(98, 0, 0.19297676)","(118, 0, 0.20467878)","(240, 0, 0.22045295)","(141, 0, 0.2155215)","(198, 0, 0.20068765)","(27, 0, 0.18998117)","(168, 0, 0.20684033)","(75, 0, 0.22530684)","(219, 0, 0.21405059)","(87, 0, 0.18269597)","(30, 0, 0.20200398)","(16, 0, 0.20759043)","(99, 0, 0.2141944)"
4,"(178, 0, 0.19909423)","(141, 0, 0.19747459)","(97, 0, 0.19222274)","(233, 0, 0.19022637)","(249, 0, 0.19534244)","(31, 0, 0.19856418)","(99, 0, 0.21240611)","(98, 0, 0.19623761)","(202, 0, 0.18856173)","(169, 0, 0.20483361)","(185, 0, 0.20208638)","(233, 0, 0.19493548)","(105, 0, 0.17902575)","(145, 0, 0.1998624)","(254, 0, 0.19577953)","(147, 0, 0.18916252)"
5,"(126, 0, 0.18954987)","(32, 0, 0.19645844)","(246, 0, 0.18528906)","(72, 0, 0.18982584)","(73, 0, 0.19050804)","(219, 0, 0.1883784)","(166, 0, 0.19616524)","(132, 0, 0.1931521)","(245, 0, 0.18764585)","(4, 0, 0.20353911)","(230, 0, 0.20164193)","(41, 0, 0.19337533)","(74, 0, 0.1783692)","(156, 0, 0.18634746)","(96, 0, 0.19460381)","(24, 0, 0.18742187)"
6,"(226, 0, 0.18492138)","(10, 0, 0.19491061)","(74, 0, 0.18398717)","(199, 0, 0.18955984)","(92, 0, 0.18412795)","(79, 0, 0.18484033)","(179, 0, 0.19594859)","(22, 0, 0.18621802)","(196, 0, 0.1859795)","(181, 0, 0.20072073)","(186, 0, 0.20028491)","(198, 0, 0.19048686)","(204, 0, 0.17190802)","(98, 0, 0.18504132)","(6, 0, 0.19348407)","(165, 0, 0.18293138)"
7,"(104, 0, 0.18174718)","(36, 0, 0.19372903)","(229, 0, 0.17708995)","(229, 0, 0.18568927)","(13, 0, 0.18384457)","(141, 0, 0.18198929)","(218, 0, 0.1955293)","(119, 0, 0.18338262)","(228, 0, 0.17686852)","(197, 0, 0.18968049)","(49, 0, 0.18886234)","(89, 0, 0.18528233)","(38, 0, 0.17182637)","(187, 0, 0.17727178)","(26, 0, 0.1891354)","(245, 0, 0.18280642)"
8,"(74, 0, 0.18130679)","(175, 0, 0.19315653)","(116, 0, 0.17420574)","(6, 0, 0.18492708)","(103, 0, 0.18348327)","(199, 0, 0.18065019)","(124, 0, 0.19228473)","(248, 0, 0.18275801)","(223, 0, 0.17589975)","(254, 0, 0.18896213)","(164, 0, 0.18764705)","(215, 0, 0.18405284)","(124, 0, 0.17111368)","(126, 0, 0.17155826)","(46, 0, 0.18850717)","(228, 0, 0.18167275)"
