,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,"(43, 0, 0.85799145)","(126, 0, 0.81674722)","(21, 0, 0.81541749)","(23, 0, 0.80597584)","(40, 0, 0.87125751)","(174, 0, 0.85534175)","(211, 0, 0.79486179)","(166, 0, 0.81967236)","(170, 0, 0.78679696)","(247, 0, 0.86599371)","(21, 0, 0.92921959)","(136, 0, 0.84116641)","(9, 0, 0.79865825)","(207, 0, 0.8119892)","(79, 0, 0.80286981)","(60, 0, 0.81076161)"
1,"(42, 0, 0.78344334)","(127, 0, 0.80083899)","(20, 0, 0.79541456)","(22, 0, 0.79768114)","(41, 0, 0.79472595)","(175, 0, 0.80161963)","(210, 0, 0.77623451)","(167, 0, 0.80053752)","(171, 0, 0.77966871)","(246, 0, 0.78465452)","(20, 0, 0.77120317)","(137, 0, 0.78916573)","(8, 0, 0.77903026)","(206, 0, 0.78916444)","(78, 0, 0.79011168)","(61, 0, 0.79748443)"
2,"(92, 0, 0.61150657)","(9, 0, 0.61948164)","(99, 0, 0.61667541)","(96, 0, 0.64194506)","(94, 0, 0.62543133)","(216, 0, 0.64130174)","(165, 0, 0.61824734)","(209, 0, 0.62802848)","(221, 0, 0.63275246)","(128, 0, 0.61538359)","(98, 0, 0.6234246)","(254, 0, 0.61884696)","(127, 0, 0.59331886)","(184, 0, 0.62253052)","(56, 0, 0.62956054)","(74, 0, 0.61874117)"
3,"(93, 0, 0.58035748)","(169, 0, 0.60463452)","(98, 0, 0.6035165)","(97, 0, 0.63456081)","(95, 0, 0.61834547)","(217, 0, 0.62290921)","(164, 0, 0.61355737)","(208, 0, 0.60740524)","(220, 0, 0.59993035)","(129, 0, 0.60218683)","(195, 0, 0.57802619)","(255, 0, 0.60320227)","(126, 0, 0.58165005)","(185, 0, 0.58146185)","(23, 0, 0.59778363)","(100, 0, 0.60296191)"
4,"(114, 0, 0.57307671)","(8, 0, 0.59582785)","(77, 0, 0.60223764)","(79, 0, 0.60254071)","(254, 0, 0.59447097)","(247, 0, 0.59106001)","(74, 0, 0.58963735)","(112, 0, 0.59255024)","(51, 0, 0.59259173)","(33, 0, 0.57443554)","(99, 0, 0.57450973)","(94, 0, 0.59177672)","(222, 0, 0.57283364)","(25, 0, 0.57976418)","(152, 0, 0.59679566)","(75, 0, 0.59456472)"
5,"(252, 0, 0.57221797)","(22, 0, 0.5903053)","(181, 0, 0.60177298)","(143, 0, 0.5921951)","(136, 0, 0.5898795)","(4, 0, 0.57651539)","(60, 0, 0.58514184)","(63, 0, 0.58513529)","(124, 0, 0.59056074)","(111, 0, 0.57238126)","(194, 0, 0.55889672)","(208, 0, 0.58288733)","(81, 0, 0.56894503)","(150, 0, 0.57876513)","(57, 0, 0.5903557)","(157, 0, 0.59375352)"
6,"(19, 0, 0.57138734)","(23, 0, 0.58891071)","(195, 0, 0.60095726)","(127, 0, 0.58004587)","(138, 0, 0.57788495)","(121, 0, 0.57454205)","(17, 0, 0.58280509)","(255, 0, 0.57575055)","(243, 0, 0.58165469)","(175, 0, 0.56842137)","(190, 0, 0.5588752)","(178, 0, 0.5808075)","(124, 0, 0.5465672)","(24, 0, 0.57594099)","(153, 0, 0.58838731)","(165, 0, 0.58324467)"
7,"(253, 0, 0.56639918)","(223, 0, 0.58390985)","(194, 0, 0.58049971)","(142, 0, 0.57927333)","(176, 0, 0.57616362)","(120, 0, 0.56964325)","(5, 0, 0.57228229)","(6, 0, 0.57409532)","(242, 0, 0.58153493)","(174, 0, 0.56678097)","(125, 0, 0.55412886)","(19, 0, 0.57997586)","(144, 0, 0.54452362)","(111, 0, 0.57354736)","(22, 0, 0.58331679)","(235, 0, 0.5832261)"
8,"(179, 0, 0.565646)","(189, 0, 0.57623124)","(47, 0, 0.56732603)","(182, 0, 0.57584932)","(139, 0, 0.57051454)","(246, 0, 0.56905791)","(4, 0, 0.57095388)","(5, 0, 0.56983216)","(10, 0, 0.58132749)","(159, 0, 0.56603675)","(250, 0, 0.55063389)","(209, 0, 0.5781433)","(82, 0, 0.54340583)","(86, 0, 0.56470884)","(214, 0, 0.57435186)","(164, 0, 0.57576383)"
