,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,84,217,175,219,226,125,103,130,208,3,233,185,157,235,71,163
0,"(251, 0, 1.)","(1, 255, nan)","(187, 255, nan)","(255, 0, 1.)","(253, 0, 1.)","(251, 0, 1.)","(253, 0, 1.)","(17, 255, nan)","(198, 255, nan)","(255, 0, 1.)","(62, 255, nan)","(254, 255, nan)","(254, 0, 1.)","(254, 255, nan)","(254, 0, 1.)","(255, 0, 1.)"
1,"(248, 0, 1.)","(255, 0, 1.)","(255, 0, 1.)","(250, 0, 1.)","(251, 0, 1.)","(247, 0, 1.)","(252, 0, 1.)","(254, 0, 1.)","(253, 0, 1.)","(252, 0, 1.)","(3, 255, nan)","(253, 0, 1.)","(249, 0, 1.)","(47, 255, nan)","(252, 0, 1.)","(254, 0, 1.)"
2,"(247, 0, 1.)","(254, 0, 1.)","(253, 0, 1.)","(244, 0, 1.)","(248, 0, 1.)","(245, 0, 1.)","(250, 0, 1.)","(253, 0, 1.)","(248, 0, 1.)","(248, 0, 1.)","(252, 0, 1.)","(245, 0, 1.)","(248, 0, 1.)","(250, 0, 1.)","(250, 0, 1.)","(251, 0, 1.)"
3,"(246, 0, 1.)","(251, 0, 1.)","(252, 0, 1.)","(242, 0, 1.)","(245, 0, 1.)","(244, 0, 1.)","(248, 0, 1.)","(252, 0, 1.)","(243, 0, 1.)","(247, 0, 1.)","(251, 0, 1.)","(243, 0, 1.)","(247, 0, 1.)","(248, 0, 1.)","(249, 0, 1.)","(247, 0, 1.)"
4,"(243, 0, 1.)","(248, 0, 1.)","(249, 0, 1.)","(237, 0, 1.)","(243, 0, 1.)","(240, 0, 1.)","(246, 0, 1.)","(250, 0, 1.)","(240, 0, 1.)","(243, 0, 1.)","(250, 0, 1.)","(241, 0, 1.)","(245, 0, 1.)","(241, 0, 1.)","(248, 0, 1.)","(245, 0, 1.)"
5,"(236, 0, 1.)","(242, 0, 1.)","(248, 0, 1.)","(236, 0, 1.)","(241, 0, 1.)","(239, 0, 1.)","(245, 0, 1.)","(247, 0, 1.)","(236, 0, 1.)","(242, 0, 1.)","(249, 0, 1.)","(239, 0, 1.)","(239, 0, 1.)","(239, 0, 1.)","(238, 0, 1.)","(237, 0, 1.)"
6,"(235, 0, 1.)","(239, 0, 1.)","(241, 0, 1.)","(229, 0, 1.)","(239, 0, 1.)","(238, 0, 1.)","(244, 0, 1.)","(246, 0, 1.)","(234, 0, 1.)","(239, 0, 1.)","(247, 0, 1.)","(237, 0, 1.)","(238, 0, 1.)","(234, 0, 1.)","(235, 0, 1.)","(235, 0, 1.)"
7,"(229, 0, 1.)","(235, 0, 1.)","(239, 0, 1.)","(228, 0, 1.)","(237, 0, 1.)","(230, 0, 1.)","(237, 0, 1.)","(244, 0, 1.)","(232, 0, 1.)","(236, 0, 1.)","(239, 0, 1.)","(233, 0, 1.)","(236, 0, 1.)","(231, 0, 1.)","(232, 0, 1.)","(233, 0, 1.)"
8,"(227, 0, 1.)","(233, 0, 1.)","(234, 0, 1.)","(224, 0, 1.)","(216, 0, 1.)","(229, 0, 1.)","(234, 0, 1.)","(243, 0, 1.)","(230, 0, 1.)","(230, 0, 1.)","(238, 0, 1.)","(230, 0, 1.)","(229, 0, 1.)","(222, 0, 1.)","(231, 0, 1.)","(230, 0, 1.)"
